sha,Positive,Negative,Final,new,total
f0c76cacc3f6eb3a7df3fdc06059d5ddaac3c442,1,-2,-1,0,
b640797de17f1afef26fbae778fad13d6b93767d,1,-1,0,5,
c0e84070b0e89ae204c9a4e0225e6503a34cbb3f,2,-1,1,0,
4921f62c8ab8205fd222439dcd1811760b05daf1,1,-1,0,19,2
b769ec09346e227b9e33d581f26e2cb0b22911a7,1,-3,-2,0,
2d815fa75210dfeb578f380be6b71cdddf39d933,1,-3,-2,6,
27ff15319c2e566c44e333b9bd59cf210c130c2f,1,-2,-1,2,1
4c1e0f596ad25bf891570ea67c5322a35938bfa5,1,-1,0,8,1
e305488c5ab9eb29abfb65ca103c55a4680f4c72,1,-2,-1,7,3
46dac128f7472f264e3cb53e4d1fa40f6b043034,1,-1,0,1,
949c5153336441c5e06ac822821a59445daed209,2,-1,1,,
336bea9dc541413be4cd961417e2be456bdcac11,1,-1,0,0,
ea58dc7ac76b1f741a47274a0d92c91c7e8ce822,1,-1,0,,
96c7132dee669998b4fda60bb8ec8e94cb33fcb9,1,-1,0,,
3ae57cf3028e4cfddca141fff723d3189b79fa4c,1,-2,-1,4,
031bad60dcb70ea52697b09a2c17c62894b92c2b,1,-2,-1,6,
f72f162e1698226f7e8b1c96736e93e756b859dd,3,-2,1,0,
322a062185edb7fd10ec9d820d470d9beb71bcea,1,-1,0,0,
61dba95091d96ef9cab0e95f1a9277a8d19d377f,1,-2,-1,1,
1740f366eb728ea5a0a63d18e9042161673414cd,1,-1,0,6,
e6c9ac968d3923080822dc36fe14aa10e38af15b,1,-1,0,1,2
6ff48dcbe311d2736249b02b31a8745e719d1304,2,-2,0,6,
f3c6da32d79b1053ca4667191fa7a660a457b44e,1,-1,0,0,
819b870b8a08414b534ac755c55393a70d97e14c,1,-1,0,2,1
062d9269120bac0064408025b78788613d41d36d,3,-2,1,4,1
d6e600548bd1e6e1db1d6bf8b35bc02e8b0a808d,1,-1,0,1,1
33ddb83dc1e754039540906db50d76f06fa6819b,2,-1,1,17,
ab9f0a0fda23e9c254cca9b18f5c19090b6c63ef,1,-1,0,1,
83bca87257301ff45208e0b3cfde56b141e004bc,1,-1,0,0,
e24e06bfcb8114270d46572cf96af49be76237b1,1,-2,-1,1,
2b4f6677917cbe4121c2b748ba7002f8ba4bb8b5,2,-4,-2,9,6
b6c42f6547e6621dd924707167db83b15652d7f6,1,-2,-1,0,
adf2596c36946fc1ec1c363375e927dd72b51c1f,3,-1,2,0,
e17f438b104f7488fc18ff6c180f1eb5f58744a0,2,-2,0,,
ea73e47a8bbe61242425c1d91a925bb495737f59,1,-1,0,0,1
336cee9b1f431b5b3d5539984a391409ff2d9917,1,-1,0,0,
e004b4a354402707953e22a47912629cbd0538e4,1,-2,-1,0,3
6b033c51a50e96714bf6939bd8a7706ee173d8e6,1,-2,-1,2,
c9668ce40f80f73763165a8bfe70969de830204c,1,-1,0,1,
e329ca1cf3cecd41c9cf1a5a7be369a65f002ab5,1,-2,-1,13,2
942b993f2b9781ff2126ff92a6be5b975dfc72ed,1,-1,0,0,
144716f668efaa5bf4bb4175ec5513bd4f0f60b7,1,-2,-1,4,
0c5014b1057f9549c3fb346890162c66bc3631ea,1,-2,-1,0,
1cf268724430131ce5c7f4c2068498d429125ac0,2,-2,0,0,
94ab0dc4425b05e8691c0954f70c1859d0b7294c,1,-1,0,1,
f9888acfdd38b6184e7728ed61adbf37be8be37d,1,-2,-1,2,
55ef09f191f4dc89e9ea9a65b061b90e8b10bb2b,1,-1,0,11,
5f0342ebe065f692038a902216dd9f5b02e0a2ef,1,-1,0,11,
454868654427433cd496c9f172615abb1b2b4bd5,1,-2,-1,18,
640a22df9efb41e3d29b79916938c1c315be2872,1,-2,-1,1,
79ed1c68714117ffa03aad6473504b4ed142593e,1,-2,-1,14,1
264a5daa4125fe5ae3f27d383b9955e3288850b5,1,-1,0,,
0786c4c8d92a6cca2e2a35521a4ee046761dad80,1,-1,0,,
661bd8682913e62a25a8952362daff60fecf12bf,2,-2,0,7,
af2f343648f4cb3deca5314174e0e579f9fec846,1,-2,-1,10,
5ad35a157cac27004b492703708ecebc4442a55a,1,-2,-1,5,
8b3e98163dd580518e7507a0cdfdaa24950ecc71,1,-1,0,,
0276b6e0f641687b145c810ab143be56143fc5ac,1,-2,-1,4,
1988cd041d3d5eaa5f52e58d3d3f773b9ef17fe7,1,-2,-1,0,
63bae0956aeb42e875ad303a2281989ad92acbf2,1,-1,0,0,
b2bc6407ab6ff6e9be65ada56e4a4058e2c6a293,1,-1,0,,
96732f47d895c99f8bfe272077cf850d4a7f2b83,1,-1,0,,
1453f8d18b635bdd2d0ef9df9334c88c993a7092,1,-1,0,3,
805ac002e679aff86d86b7001a7b958c98670704,1,-2,-1,2,
0cac1a6c8c221070b03ee5099d2c87f53ded81c8,2,-2,0,2,
b215794de31f28355e4469fcc04782f55076c80c,3,-2,1,22,9
f2b1d9516498b403d88e0b190e5266b8c5d33cbc,1,-1,0,0,
3f101caa4c99df54e3327f1895f8de146185538d,1,-2,-1,2,
aabb73a9d2caaafd0d989945ea176609803a17d9,1,-1,0,3,
ca1e1fcddf4c9d6b76b596f826ada899649b052d,1,-1,0,0,
2eddc921ce94de5782653ecdc322570182746f92,1,-1,0,,
251bb1a73961f785ad12dbb3ae92830eca70b8cd,1,-1,0,0,
95b02e49ac914972ac27c35bcb3272f8ca3956a4,3,-2,1,0,
d7c977dd715396e2d25773da1c96f816f3338a08,2,-1,1,1,
ec368fea47291a823c2135711590713af230b9f3,1,-2,-1,6,
7cced5576f0800b5df2b2e166ff6b24925addec4,1,-2,-1,3,
32746c53c1089550f79bd2d6eeba4d65dab1f2d3,1,-2,-1,0,
3c8f4b81d7c5dd7ac0c221585623ccf5346380cd,2,-1,1,2,
e8540c2b7a1243618002c857be5ba463984e1b76,1,-2,-1,,
09a05b680da6e44918b76599b78e8e0cb0c19109,1,-1,0,5,1
9ef83234f36441cd63f56e1c1a5f796e5e253b8b,1,-1,0,2,
d8cb9ce09f5e591c244f2c3b04ea5bf054865ebb,2,-1,1,1,
460d1251219e741e034efc083c7f8cd6f57c7238,2,-2,0,1,
65cacc9b15fc88f221ca4c3dde4c301d32864c08,1,-2,-1,1,
f9cadc0a8cf8da5e6b90f9291151d140750e63aa,1,-1,0,15,
c1b1d6268aca287f310c5feefa6606eb6f3f6a70,1,-1,0,4,1
433dbeb149550a2bf0c35515ca1db8ab52a8343f,1,-1,0,0,1
